name,park,designer,construction,type,year_opened,g_force,height,inversions,length,speed,angle,train_mfg,drop,launch,max_passenger,duration_sec
Flight of the Giant Peach,Oakwood Theme Park,Pinfari,Steel,Family Twister,2017,NA,36,NA,NA,28,NA,NA,NA,NA,12,3300
Flight of the Hippogriff,Universal's Islands of Adventure,Vekoma,Steel,Junior Twister,2e3,NA,43,NA,NA,28,NA,NA,30,NA,16,60
Flight of the Hippogriff,Universal Studios Hollywood,Mack Rides GmbH,Steel,Family Twister,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flight of the Hippogriff,Universal Studios Japan,Vekoma,Steel,Junior Twister,2014,NA,43,NA,NA,28.5,NA,NA,NA,NA,16,60
Flitzer,Playland's Castaway Cove,Zierer,Steel,"Flitzer, Twister",1994,NA,26,NA,NA,NA,NA,Zierer,NA,NA,2,NA
Flitzer,Morey's Surfside Pier,Zierer,Steel,"Flitzer, Twister",1983,NA,25,NA,NA,NA,NA,NA,NA,NA,2,NA
Flitzer,York's Wild Kingdom,Zierer,Steel,Family Twister,1991,NA,22,NA,NA,15,NA,NA,10,NA,NA,NA
Flitzer,Jenkinson's Boardwalk,Zierer,Steel,Flitzer,1992,NA,25,NA,NA,NA,NA,Zierer,NA,NA,NA,NA
Flounder's Flying Fish Coaster,DisneySea Tokyo,Togo,Steel,Family Twister,2001,NA,NA,NA,787,20,NA,NA,NA,NA,16,NA
Fluch von Novgorod,Hansa-Park,Gerstlauer,Steel,Launched Euro-Fighter,2009,NA,131,1,NA,62,97,Gerstlauer,NA,LSM,NA,NA
Flug der Dämonen,Heide Park,Bolliger & Mabillard,Steel,Wing Coaster,2014,NA,131,5,NA,62,NA,NA,NA,NA,24,180
Fly the Great Nor'Easter,Morey's Surfside Pier,Vekoma International,Steel,Suspended Looping,1995,NA,115,5,NA,55,NA,NA,95,NA,20,120
Flyer,Kingston Family Fun World,Schiff,Steel,Junior Oval,2006,NA,12,NA,NA,NA,NA,NA,NA,NA,10,NA
Flyer Comet,Whalom Park,Vernon Keenan,Wood,Figure 8,1940,NA,65,NA,NA,40,NA,Philadelphia Toboggan Co.,55,NA,18,60
Flying Ace Aerial Chase,Carowinds,Vekoma,Steel,Family Inverted,2003,2.2,49,NA,NA,26,NA,NA,NA,NA,20,60
Flying ACE Aerial Chase,Kings Island,Vekoma,Steel,Family Inverted,2001,2.2,52,NA,NA,25,NA,NA,NA,NA,20,60
Flying Coaster,Elitch Gardens,Zamperla,Steel,Flying,2002,3.3,56,2,NA,26,NA,NA,NA,NA,4,3e3
Flying Dinosaur,Universal Studios Japan,Bolliger & Mabillard,Steel,"Flying, Multielement",2016,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA
Flying Dragon,Funderland,Wisdom Industries,Steel,Junior,1990,NA,11,NA,280,8,NA,NA,8,NA,14,NA
Flying Dragon,Mile High Flea Market,Wisdom Industries,Steel,"Junior, Oval",2e3,NA,16,NA,450,NA,NA,Wisdom,13,NA,14,NA
Flying Dragon,Pixieland Park,Wisdom Rides,Steel,"Junior, Oval",1995,NA,11,NA,280,NA,NA,NA,8,NA,14,NA
Flying Dragon,King Richard's Family Fun Park,Wisdom,Steel,Junior,NA,NA,16,NA,450,NA,NA,Wisdom,13,NA,14,NA
Flying Dragon,Beech Bend Park,Wisdom Industries,Steel,"Junior, Oval",NA,NA,16,NA,450,10,NA,Wisdom,13,NA,14,NA
Flying Dutchman Gold Mine,Walibi Holland,Mack,Steel,Wild Mouse,2e3,NA,46,NA,NA,28,NA,NA,NA,NA,4,60
Flying Fish,Thorpe Park,Mack GmbH,Steel,"Family, Powered",1983,NA,21,NA,768,19,NA,Mack,NA,NA,38,NA
Flying Frog,Paultons Park,Zierer,Steel,Junior Tivoli,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Flying School,LEGOLAND Florida,Vekoma,Steel,Family Inverted,2004,2,52,NA,NA,25,NA,NA,NA,NA,20,60
Flying Super Saturator,Carowinds,Setpoint,Steel,Junior Suspended,2e3,NA,43,NA,NA,30,NA,NA,NA,NA,4,NA
Flying Turns,Knoebels Amusement Park,John Fetterman,Wood,Bobsled,2013,NA,50,NA,NA,24,NA,"Dynamic Design, Larson Intl.",NA,NA,6,NA
Formula Rossa,Ferrari World,Intamin,Steel,Launched,2010,NA,171,NA,NA,149.1,NA,NA,NA,Hydraulic,16,NA
Frankie's Mine Train,The Great Escape & Splashwater Kingdom,Zamperla,Steel,Junior,2005,NA,14.5,NA,262,NA,NA,NA,10,NA,12,NA
Freedom Flyer,Fun Spot America Orlando,Vekoma,Steel,Family Inverted,2013,NA,64,NA,NA,34,NA,NA,NA,NA,10,NA
Freeway Coaster Bumper to Bumper,Adventure City,"Miler Coaster, Inc.",Steel,Junior Figure-8,1994,NA,16,NA,280,NA,NA,NA,13,NA,12,NA
Fujiyama,Fuji-Q Highland,Togo,Steel,Hypercoaster,1996,3.5,259,NA,NA,81,65,NA,230,NA,28,180
Full Throttle,Six Flags Magic Mountain,Premier Rides,Steel,Launched Looping,2013,4,160,2,NA,70,NA,NA,NA,LIM,18,60
FunCoaster,The Funplex,SBF Visa Group,Steel,Spinning Wild Mouse,2013,2.5,36,NA,NA,27,NA,NA,NA,NA,NA,60
Funtown Family Coaster,Funtown Amusement Pier,"Miler Coaster, Inc.",Steel,Junior,2004,NA,12,NA,NA,NA,NA,"Miler Coaster, Inc.",10,NA,12,NA
Furious Baco,PortAventura,Intamin AG,Steel,Launched,2007,4.7,NA,1,NA,84,NA,NA,NA,Hydraulic,24,3300
Fury 325,Carowinds,Bolliger & Mabillard,Steel,Hypercoaster,2015,NA,325,NA,NA,95,81,NA,320,NA,32,180
Fuwa Fuwa Osora No Dai-Bouken,Fuji-Q Highland,"Hoei Sangyo Co., Ltd.",Steel,Inverted,2001,1.5,75,NA,NA,31,NA,NA,NA,NA,NA,60
G Force,Drayton Manor Park,Maurer Söhne,Steel,Looping,2005,NA,82,3,NA,43.5,NA,NA,NA,NA,12,2700
G'sengte Sau,Erlebnispark Tripsdrill,Gerstlauer,Steel,Family,1998,3,53,NA,NA,NA,65,NA,NA,NA,4,NA
Gadget's Go Coaster,Disneyland Park,Vekoma,Steel,Junior Twister,1993,NA,28,NA,679,22,NA,WDI and Vekoma,20,NA,16,2640
Gadget's Go Coaster,Disneyland Tokyo,"Vekoma, WDI",Steel,Family Twister,1995,NA,28,NA,679,22,NA,NA,20,NA,16,3360
Galaxi,Joyland Amusement Park,SDC,Steel,Galaxi,1991,NA,45,NA,NA,NA,NA,NA,32,NA,8,NA
Galaxi,Sylvan Beach Amusement Park,SDC,Steel,Galaxi,1993,NA,45,NA,NA,35,NA,SDC,32,NA,8,NA
Galaxi,Palace Playland,SDC,Steel,Galaxi,1994,NA,45,NA,NA,35,NA,SDC,32,NA,NA,60
Galaxi,Indiana Beach,SDC,Steel,Galaxi,1971,NA,45,NA,NA,35,NA,NA,32,NA,8,60
Galaxi,Cliff's Amusement Park,SDC,Steel,Galaxi,1976,NA,45,NA,NA,35,NA,NA,32,NA,8,NA
Galaxi,Funtown Splashtown USA,SDC,Steel,Galaxi,1978,NA,45,NA,NA,35,NA,SDC,32,NA,4,60
Galaxi,Riverview Park & Waterworld,SDC,Steel,Galaxi,1996,NA,45,NA,NA,35,NA,SDC,32,NA,8,NA
Galaxy Orbiter,Galaxyland,Gerstlauer,Steel,Indoor Spinning,2007,3.26,44,NA,NA,30,NA,NA,NA,NA,4,60
Galaxy Spin,Cypress Gardens,Zamperla,Steel,Spinning Wild Mouse,2005,2.5,43,NA,NA,29,NA,NA,NA,NA,NA,60
GaleForce,Playland's Castaway Cove,S&S Worldwide,Steel,Launched,2017,4,125,2,NA,64,100,NA,NA,LSM,12,60
GateKeeper,Cedar Point,Bolliger & Mabillard,Steel,Wing Coaster,2013,NA,170,6,NA,67,NA,NA,164,NA,32,120
Gauntlet,Magic Springs & Crystal Falls,Vekoma,Steel,Suspended Looping,2004,NA,109,5,NA,50,NA,NA,95,NA,20,60
Gemini,Cedar Point,Arrow Dynamics,Steel,"Racer, Figure 8",1978,NA,125,NA,NA,60,55,Arrow Dynamics,118,NA,30,120
Geo Panic,Tokyo Dome City (LaQua),Togo,Steel,Indoor,1992,NA,NA,NA,NA,27,36,NA,NA,NA,NA,180
Georgia Cyclone,Six Flags Over Georgia,Curtis D. Summers,Wood,Twister,1990,NA,95,NA,NA,50,53,Philadelphia Toboggan Co.,79,NA,24,60
Georgia Scorcher,Six Flags Over Georgia,Bolliger & Mabillard,Steel,Stand-Up,1999,4,107,2,NA,54,NA,Bolliger & Mabillard,101,NA,32,60
Ghost Chasers,Movie Park Germany,Mack,Steel,Wild Mouse,2e3,NA,46,NA,NA,28,NA,NA,NA,NA,NA,60
Ghoster Coaster,Canada's Wonderland,"Curtis D. Summers, Philadelphia Toboggan Co.",Wood,Junior Double Out and Back,1981,NA,40,NA,NA,35,NA,Philadelphia Toboggan Co.,36,NA,20,60
GhostRider,Knott's Berry Farm,"Custom Coasters, Inc.",Wood,Double Out and Back,1998,3.14,118,NA,NA,56,51,Philadelphia Toboggan Co.,108,NA,28,120
Giant Dipper,Santa Cruz Beach Boardwalk,"Arthur Looff, Prior & Church",Wood,Double Out and Back,1924,NA,70,NA,NA,55,45,Morgan Manufacturing,65,NA,24,60
Giant Dipper,Belmont Park,Prior & Church,Wood,Twister,1925,NA,70,NA,NA,45,NA,Morgan Manufacturing,62,NA,24,NA
Gilbeau's Galaxi,Dixie Landin' & Blue Bayou Waterpark,SDC,Steel,Galaxi,2001,NA,45,NA,NA,35,NA,SDC,32,NA,8,NA
Go Bananas!,Wild Adventures,Maurer Söhne,Steel,Wild Mouse,2e3,NA,49,NA,NA,28,46,NA,21,NA,4,60
Go Gator,Noah's Ark,Wisdom Rides,Steel,Junior Powered,2002,NA,5,NA,NA,NA,NA,NA,NA,NA,16,NA
Go Gator,Kiddieland,Wisdom Rides,Steel,Junior Oval,2008,NA,5,NA,NA,NA,NA,NA,4,NA,16,NA
Go Gator,Route 66 Carousel Park,Wisdom Rides,Steel,Junior Powered,2006,NA,6,NA,NA,NA,NA,NA,NA,NA,12,NA
Go Gator,Clacton Pier,Wisdom Rides,Steel,Junior Powered,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Go Gator,Fun-Plex,Wisdom Rides,Steel,Junior Oval,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Go Gator,Coney Beach Pleasure Park,Wisdom Rides,Steel,Junior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Go Gator,Flamingo Land Theme Park & Zoo,Wisdom Rides,Steel,Junior Oval,NA,NA,5,NA,NA,NA,NA,Wisdom Rides,3,NA,14,1200
Gold Mine Express,Schnepf Farms,Zamperla,Steel,Junior Powered,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Gold Rush,Wild Adventures,"Chance Rides, Inc.",Steel,Junior Oval,1999,NA,16,NA,350,NA,NA,Chance,NA,NA,16,NA
Gold Striker,California's Great America,Great Coasters International,Wood,Twister,2013,NA,108,NA,NA,54,NA,Great Coasters International,103,NA,24,120
Golden Nugget,Dinosaur Beach,"John Allen, Philadelphia Toboggan Co.",Steel,Indoor,1960,NA,35,NA,NA,NA,NA,NA,NA,NA,4,NA
Golden Wings,Happy Valley,Vekoma,Steel,Suspended Looping,2006,NA,118,4,NA,55,NA,NA,112,NA,20,60
Goldrusher,Six Flags Magic Mountain,Arrow Dynamics,Steel,"Mine Train, Terrain",1971,NA,70,NA,NA,35,NA,Arrow Dynamics,35,NA,30,120
Goliath,La Ronde,Bolliger & Mabillard,Steel,Hypercoaster,2006,NA,174,NA,NA,68.3,70,NA,171,NA,36,NA
Goliath,Six Flags Magic Mountain,Giovanola,Steel,Hypercoaster,2e3,4.5,235,NA,NA,85,61,NA,255,NA,30,180
Goliath,Six Flags New England,Vekoma,Steel,Multielement Inverted Shuttle,2012,4.5,196,6,NA,65,90,NA,177,NA,32,60
Goliath,Walibi Holland,Intamin AG,Steel,Hypercoaster,2002,NA,154,NA,NA,66,70,NA,151,NA,32,60
Goliath,Six Flags Over Georgia,Bolliger & Mabillard,Steel,Hypercoaster,2006,NA,200,NA,NA,70,NA,NA,175,NA,36,180
Goliath,Six Flags Fiesta Texas,Bolliger & Mabillard,Steel,Inverted Multielement,2008,NA,105,5,NA,50,NA,Bolliger & Mabillard,80,NA,28,120
Goliath,Six Flags Great America,Rocky Mountain Construction,Wood,Double Out and Back,2014,NA,165,2,NA,72,85,Rocky Mountain Construction,180,NA,24,NA
Goofy's Sky School,Disney California Adventure,Mack GmbH,Steel,Wild Mouse,2001,NA,50,NA,NA,27,NA,NA,20,NA,4,60
Gotham City Gauntlet Escape,Six Flags New England,Maurer Söhne,Steel,Wild Mouse,2011,NA,49,NA,NA,28,46,NA,25,NA,4,NA
Goudurix,Parc Astérix,Vekoma International,Steel,Multielement,1989,NA,100,7,NA,50,NA,Vekoma International,NA,NA,NA,NA
Grand Exposition Coaster,Silver Dollar City,Zamperla,Steel,Junior,2006,NA,13,NA,263,NA,NA,NA,NA,NA,12,NA
Grand National,Pleasure Beach Blackpool,Charles Paige,Wood,Mobius Racer,1935,3.2,62,NA,NA,40,39,Philadelphia Toboggan Company,54,NA,18,120
Gravity Defying Corkscrew,Silverwood Theme Park,"Arrow Dynamics, Karl Bacon",Steel,Corkscrew,1990,NA,70,2,NA,46,NA,Arrow Dynamics,62,NA,24,NA
Greased Lightning,California's Great America,Schwarzkopf,Steel,Shuttle Loop,1977,NA,138,2,849,57,70,NA,135,Weight Drop,28,2400
Great American Scream Machine,Six Flags Over Georgia,"John C. Allen, PTC",Wood,Out and Back,1973,NA,105,NA,NA,57,45,Philadelphia Toboggan Co.,89,NA,24,120
Great American Scream Machine,Six Flags Great Adventure,Arrow Dynamics,Steel,Multielement Looping,1989,NA,173,7,NA,68,NA,Arrow Dyanmics,155,NA,28,120
Great Bear,Hersheypark,Bolliger & Mabillard,Steel,Inverted Multielement,1998,NA,124,4,NA,58,NA,Bolliger & Mabillard,90,NA,32,120
Great Pumpkin Coaster,Kings Dominion,"Miler Coaster, Inc.",Steel,Junior Oval,1997,NA,8,NA,205,NA,NA,NA,8,NA,12,NA
Great Pumpkin Coaster,Kings Island,"Miler Coaster, Inc.",Steel,Junior Oval,1992,NA,8,NA,199,NA,NA,NA,8,NA,12,3120
Great Scenic Railway,Luna Park Melbourne,LaMarcus A. Thompson,Wood,Side Friction,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Great White,Morey's Adventure Pier,"Custom Coasters, Inc.",Wood,Triple Out and Back,1996,NA,110,NA,NA,50,NA,Philadelphia Toboggan Co.,105,NA,24,120
Great White,SeaWorld San Antonio,Bolliger & Mabillard,Steel,Inverted Multielement,1997,4.6,108,5,NA,50,NA,NA,81,NA,32,120
Green Lantern,Six Flags Great Adventure,Bolliger & Mabillard,Steel,Stand-Up,2011,NA,154,5,NA,63,45,NA,144,NA,28,120
Green Lantern Coaster,Warner Bros. Movie World,S&S Worldwide,Steel,Multielement,2011,3.5,108,2,1601,41,120.5,NA,NA,NA,8,60
Green Lantern: First Flight,Six Flags Magic Mountain,Intamin AG,Steel,"4th Dimension, Zac Spin",2011,3.5,107,NA,825,37,NA,NA,NA,NA,NA,120
Green Scream,Adventure Island,Zierer,Steel,Twister,1999,NA,42,NA,NA,NA,NA,NA,NA,NA,30,NA
Greezed Lightnin',Six Flags Astroworld,Schwarzkopf,Steel,Shuttle Loop,1978,NA,138,2,849,60,70,Schwarzkopf,NA,Flywheel,28,1980
Greezed Lightnin',Joyland Amusement Park,Schwarzkopf,Steel,Shuttle Loop,2007,NA,138,2,849,60,70,NA,NA,Flywheel,28,1980
Greezed Lightnin',Kentucky Kingdom,Anton Schwarzkopf,Steel,Shuttle Loop,2003,NA,138,2,863,57,70,NA,NA,Weight Drop,28,1800
Griffon,Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,"Dive Coaster, Multielement",2007,4,205,2,NA,71,90,NA,205,NA,30,180
Grizzly,Kings Dominion,Taft Attractions,Wood,Double Out and Back,1982,NA,87,NA,NA,50,NA,Philadelphia Toboggan Co.,78,NA,28,60
Grizzly,California's Great America,Curtis D. Summers,Wood,Double Out and Back,1986,NA,91,NA,NA,50,NA,Morgan Manufacturing,88,NA,28,120
Grizzly Bear,Lightwater Valley,Pinfari,Steel,Zyklon,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grottenblitz,Heide Park,Mack Rides GmbH,Steel,Powered Mine Train,1985,NA,20,NA,NA,28,NA,NA,NA,NA,40,NA
Grover's Alpine Express,Busch Gardens Williamsburg,Zierer,Steel,Family,2009,NA,24,NA,600,NA,NA,NA,NA,NA,16,NA
Hades 360,Mt. Olympus Water & Theme Park,"The Gravity Group, LLC",Wood,Freeform,2005,NA,136,1,NA,60,65,"The Gravity Group, LLC",140,NA,24,NA
Hair Raiser,Ocean Park,Bolliger & Mabillard,Steel,"Floorless, Multielement",2011,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Halfpipe,Elitch Gardens,Intamin AG,Steel,"Shuttle, Half Pipe",2004,4.5,99,NA,230,43.5,NA,Intamin,NA,LIM,16,120
Han Katten,BonBon-Land,Gerstlauer,Steel,Spinning Twister,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hang Ten,Freestyle Music Park,Vekoma,Steel,Junior,2008,NA,39.6,NA,794,20,NA,NA,NA,NA,16,60
Hang Time,Knott's Berry Farm,Gerstlauer,Steel,Multielement Dive Coaster,2018,NA,150,5,NA,96,NA,NA,NA,NA,16,NA
Harley Quinn Crazy Train,Six Flags Great Adventure,Zierer,Steel,Family Tivoli,1999,NA,26,NA,NA,22,NA,Zierer,25,NA,40,NA
Harry Potter and the Escape from Gringotts,Universal Studios Florida,"Intamin, Universal Creative",Steel,Indoor Themed,2014,NA,NA,NA,NA,NA,NA,NA,27,LIM,24,NA
Harvest Express,Nut Tree Family Park,"Miler Coaster, Inc.",Steel,Family,2006,NA,24,NA,NA,NA,NA,NA,NA,NA,18,NA
Harvest Time,Happy Valley,Golden Horse,Steel,Spinning Wild Mouse,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haunted Roller Coaster,Planet Fun,"Miler Coaster, Inc.",Steel,"Junior, Oval",1996,NA,13,NA,300,10,NA,NA,12,NA,10,NA
Head Spin,Geauga Lake's Wildwater Kingdom,Vekoma,Steel,"Boomerang, Multielement Shuttle",1996,5.2,116,6,875,48,NA,Vekoma,116,NA,28,60
Helix,Liseberg,Mack Rides GmbH,Steel,Launched Looping,2014,4.3,135,7,NA,62,NA,NA,NA,LSM,20,120
Hell Cat,Clementon Park & Splash World,S&S Power,Wood,Out and Back,2004,NA,110,NA,NA,56,62,Philadelphia Toboggan Co.,105,NA,16,60
HellCat,Timber Falls Adventure Golf,S&S Power,Wood,Double Out and Back,2004,NA,89,NA,NA,NA,61,Philadelphia Toboggan Co.,NA,NA,12,NA
Hercules,Dorney Park & Wildwater Kingdom,"Curtis D. Summers, Dinn Corp.",Wood,Double Out and Back,1989,NA,95,NA,NA,65,NA,Philadelphia Toboggan Co.,157,NA,24,120
Herky & Timmy's Racing Coaster,Everland,Vekoma,Steel,Junior,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60
Hero,Flamingo Land Theme Park & Zoo,Zamperla,Steel,"Flying, Volare",2013,3.3,50,2,NA,26,NA,NA,NA,NA,NA,NA
High Roller,Stratosphere Tower Hotel & Casino,"Werner Stengel, S&MC",Steel,Freeform,1996,NA,NA,NA,865,35,NA,NA,30,NA,28,NA
High Roller,Valleyfair,International Amusement Devices,Wood,Out and Back,1976,NA,70,NA,NA,50,NA,Philadelphia Toboggan Company,NA,NA,24,60
High Speed Thrill Coaster,Knoebels Amusement Park,Overland Amusement Co.,Steel,Junior Oval,1955,NA,18,NA,200,NA,NA,Overland,12,NA,12,NA
Hochschaubahn,Wiener Prater,,Wood,Side Friction,1950,NA,49,NA,NA,34,NA,NA,NA,NA,14,180
Holly's Wilde Autofahrt,Holiday Park,Maurer Söhne,Steel,Wild Mouse,2010,NA,49,NA,NA,28,46,NA,NA,NA,4,60
Hollywood Dream–The Ride,Universal Studios Japan,Bolliger & Mabillard,Steel,Hypercoaster,2007,NA,144,NA,NA,56,50,NA,NA,NA,36,NA
Hollywood Rip Ride Rockit,Universal Studios Florida,Maurer Söhne,Steel,X-Car Megacoaster,2009,NA,167,NA,NA,65,NA,NA,NA,NA,12,60
Hoosier Hurricane,Indiana Beach,"Custom Coasters, Inc.",Wood,Out and Back,1994,NA,77,NA,NA,51,NA,Philadelphia Toboggan Co.,NA,NA,24,NA
Hoot n Holler,Darien Lake,Zierer,Steel,"Junior, Oval",1981,NA,11,NA,197,16,NA,NA,NA,NA,10,NA
Hornet,Flambards Theme Park,Zierer,Steel,Family Twister,1995,NA,35,NA,NA,26,NA,NA,NA,NA,8,NA
Hornet,Wonderland Park,Vekoma,Steel,Custom Family,2009,NA,27,NA,NA,NA,NA,NA,NA,NA,24,NA
Hot Tamales,Casino Pier,L&T Systems,Steel,Junior Oval,2003,NA,12,NA,197,14,NA,NA,NA,NA,12,NA
Howler,Holiday World & Splashin' Safari,Zamperla,Steel,"Junior, Oval",1999,NA,13,NA,263,NA,NA,NA,8,NA,NA,NA
Hundeprut,BonBon-Land,Zierer,Steel,Family,1993,NA,15,NA,420,19,NA,NA,NA,NA,NA,NA
Hurler,Carowinds,"International Coaster, Inc.",Wood,Triple Out and Back,1994,NA,83,NA,NA,50,NA,Philadelphia Toboggan Co.,80,NA,28,120
Hurler,Kings Dominion,"International Coaster, Inc.",Wood,Triple Out and Back,1994,NA,83,NA,NA,50,NA,Philadelphia Toboggan Co.,74,NA,28,120
Hurricane,Playland,SDC,Steel,"Windstorm, Twister",1995,NA,50,NA,NA,35,NA,SDC,30,NA,12,3e3
Hurricane,Adventureland,SDC,Steel,"Windstorm, Twister",1991,NA,58,NA,NA,35,NA,SDC,35,NA,12,60
Hurricane,Santa Cruz Beach Boardwalk,SDC,Steel,"Windstorm, Twister",1992,4.5,50,NA,NA,35,NA,SDC,30,NA,12,3e3
Hurricane,Myrtle Beach Pavilion Park,"Custom Coasters, Inc.",Wood,Out and Back,2e3,3,105,NA,NA,55,53,Gerstauler,105,NA,24,NA
Hurricane,Western Playland,SDC,Steel,"Windstorm, Twister",2013,4.5,50,NA,NA,35,NA,SDC,30,NA,12,3e3
Hurricane,Race City PCB,SDC,Steel,Twister,2015,NA,59,NA,NA,35,NA,NA,35,NA,12,60
Hydra The Revenge,Dorney Park & Wildwater Kingdom,Bolliger & Mabillard,Steel,Floorless Multielment,2005,NA,95,7,NA,53,68,Bolliger & Mabillard,105,NA,32,120
Hydrus,Casino Pier,Gerstlauer,Steel,Euro-fighter,2017,NA,72,3,1050,45,97,NA,NA,NA,8,NA
HyperSonic XLC,Kings Dominion,S&S Power,Steel,Out and Back,2001,NA,165,NA,NA,80,90,NA,135,Compressed Air,8,NA
Ice Mountain Bobsled,Enchanted Forest,"Dave Windows, Roger Tofte, Ascot Design",Steel,Terrain,1983,NA,100,NA,NA,NA,NA,NA,NA,NA,6,120
Icon,Pleasure Beach Blackpool,Mack Rides,Steel,Launched,2018,4.3,88.5,2,NA,50,NA,NA,82,LSM,NA,120
Impulse,Knoebels Amusement Park,Zierer,Steel,Multielement,2015,NA,98,4,NA,55,90,NA,NA,NA,8,60
Incredible Express,John's Incredible Pizza Company,Wisdom Rides,Steel,Junior Oval,2007,NA,5,NA,40,NA,NA,NA,4,NA,12,NA
Incredible Express,John's Incredible Pizza Company,Wisdom Rides,Steel,Junior Oval,2007,NA,5,NA,40,NA,NA,NA,4,NA,12,NA
Incredible Hulk,Universal's Islands of Adventure,Bolliger & Mabillard,Steel,Launched Multielement,1999,4,110,7,NA,67,NA,Bolliger & Mabillard,105,Tire Propelled,32,120
Incredible Spin Coaster,America's Incredible Pizza Company St. Louis,SBF Visa Group,Steel,Compact Spinning,2016,NA,14,NA,190,NA,NA,NA,NA,NA,NA,NA
Indiana Jones and the Temple of Peril,Disneyland Paris,Intamin AG,Steel,Looping,1993,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,60
Indy Blitz,Heide Park,Zierer,Steel,Family,2008,NA,15,NA,420,19,NA,NA,NA,NA,12,NA
Inferno,Terra Mítica,Intamin AG,Steel,"4th Dimension, ZacSpin",2007,NA,83,NA,466,37,NA,NA,NA,NA,8,NA
Infusion,Pleasure Beach Blackpool,Vekoma,Steel,Suspended Looping,2007,4.5,109,5,NA,49,NA,NA,NA,NA,16,60
Insane,Gröna Lund,Intamin,Steel,"4th Dimension, ZacSpin",2009,3.5,117,NA,820,37,NA,NA,NA,NA,NA,NA
Insane Speed,Janfusun Fancyworld,Bolliger & Mabillard,Steel,Floorless Multielement,2001,4,NA,4,NA,54,NA,NA,131,NA,28,NA
Intimidator,Carowinds,Bolliger & Mabillard,Steel,Hypercoaster,2010,NA,232,NA,NA,75,74,NA,211,NA,32,180
Intimidator 305,Kings Dominion,Intamin AG,Steel,Hypercoaster,2010,NA,305,NA,NA,90,85,NA,300,NA,32,180
InvadR,Busch Gardens Williamsburg,Great Coasters International,Wood,Out & Back,2017,NA,NA,NA,NA,48,56,Great Coasters International,81,NA,24,NA
Invertigo,California's Great America,Vekoma,Steel,"Invertigo, Multielement Shuttle",1998,5,161,6,985,50,NA,NA,138,NA,28,60
Invertigo,Kings Island,Vekoma,Steel,"Invertigo, Multielement Shuttle",1999,5,161,6,NA,55,NA,Vekoma,138,NA,28,60
Iron Dragon,Cedar Point,Arrow Dynamics,Steel,Suspended Terrain,1987,NA,76,NA,NA,40,NA,Arrow Dynamics,60,NA,28,120
Iron Horse,Freestyle Music Park,Vekoma,Steel,Mine Train,2008,2,46,NA,NA,31,NA,Vekoma,NA,NA,24,120
Iron Rattler,Six Flags Fiesta Texas,"Rocky Mountain Construction, John F. Pierce",Steel,Multielement Hybrid Terrain,2013,NA,180,1,NA,70,81,Gerstlauer,171,NA,24,NA
Iron Shark,Galveston Island Pleasure Pier,Gerstlauer,Steel,Euro Fighter,2012,NA,100,4,NA,52,NA,NA,NA,NA,8,60
Iron Wolf,Six Flags Great America,Bolliger & Mabillard,Steel,Stand-Up,1990,NA,100,2,NA,55,NA,Bolliger & Mabillard,90,NA,28,120
iSpeed,Mirabilandia,Intamin AG,Steel,Launched,2009,NA,180,2,NA,75,NA,NA,NA,LSM,12,NA
iT'Z Express,iT'Z Willowbrook,Zamperla,Steel,"Junior, Mini Mouse",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Jack Rabbit,Seabreeze Amusement Park,"John A. Miller, Harry Baker",Wood,Terrain,1920,NA,60,NA,NA,50,NA,Morgan Manufacturing,75,NA,20,NA
Jack Rabbit,Celebration City,"Miler Coaster, Inc.",Steel,Triple Out and Back,2003,NA,52,NA,NA,40,NA,"Miler Coaster, Inc.",45,NA,6,60
Jack Rabbit,Clementon Park & Splash World,"John A. Miller, Philadelphia Toboggan Co.",Wood,Figure 8,1919,NA,50,NA,NA,35,NA,Philadelphia Toboggan Co.,36,NA,18,NA
Jack Rabbit,Kennywood,"John A. Miller, Harry Baker",Wood,"Double Out and Back, Terrain",1921,NA,40,NA,NA,45,45,Andrew Vettel,70,NA,18,60
Jaguar,Knott's Berry Farm,Zierer,Steel,Family Freeform,1995,NA,65,NA,NA,35,25,NA,45,NA,30,120
Jet Coaster,Nagashima Spa Land,Togo,Steel,Mine Train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
